"",BBEX3.D.TRY.EUR.BB.AC.000,BBEX3.D.TRY.EUR.BB.AC.000_FLAGS
"",Euro foreign exchange reference rate of the ECB / EUR 1 = TRY ... / Turkey / from January 2005,
Comment (in english),"The ECB publishes daily euro foreign exchange reference rates, which are calculated on the basis of the concertation between central banks at 14.15. Currency conversion with effect from 1 January 2005: TRL 1,000,000 = TRY 1. Up to the end of 2004, see BBEX3:D:TRL:EUR:BB:AC:000.",
Decimals,4,
Source (in english),European Central Bank (ECB).,
Time format code,P1D,
category,WEDE,
unit,TRY,
unit multiplier,One,
last update,2025-01-31 16:00:08,
2011-03-22,2.2311,
2011-03-23,2.2022,
2011-03-24,2.1930,
2011-03-25,2.1955,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,2.1869,
2011-03-29,2.1982,
2011-03-30,2.1920,
2011-03-31,2.1947,
2011-04-01,2.1766,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,2.1848,
2011-04-05,2.1721,
2011-04-06,2.1762,
2011-04-07,2.1620,
2011-04-08,2.1646,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,2.1855,
2011-04-12,2.1938,
2011-04-13,2.1921,
2011-04-14,2.1947,
2011-04-15,2.1932,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,2.1788,
2011-04-19,2.1936,
2011-04-20,2.2056,
2011-04-21,2.2102,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,2.2289,
2011-04-27,2.2329,
2011-04-28,2.2487,
2011-04-29,2.2580,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,2.2569,
2011-05-03,2.2642,
2011-05-04,2.2877,
2011-05-05,2.2888,
2011-05-06,2.2400,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,2.2202,
2011-05-10,2.2398,
2011-05-11,2.2644,
2011-05-12,2.2440,
2011-05-13,2.2592,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,2.2477,
2011-05-17,2.2484,
2011-05-18,2.2534,
2011-05-19,2.2438,
2011-05-20,2.2610,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,2.2534,
2011-05-24,2.2547,
2011-05-25,2.2603,
2011-05-26,2.2655,
2011-05-27,2.2895,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,2.2871,
2011-05-31,2.2955,
2011-06-01,2.2837,
2011-06-02,2.2978,
2011-06-03,2.2959,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,2.3102,
2011-06-07,2.3188,
2011-06-08,2.3183,
2011-06-09,2.3102,
2011-06-10,2.2828,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,2.2614,
2011-06-14,2.2820,
2011-06-15,2.2811,
2011-06-16,2.2858,
2011-06-17,2.2779,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,2.2940,
2011-06-21,2.3090,
2011-06-22,2.3255,
2011-06-23,2.3215,
2011-06-24,2.3207,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,2.3352,
2011-06-28,2.3461,
2011-06-29,2.3604,
2011-06-30,2.3500,
2011-07-01,2.3362,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,2.3444,
2011-07-05,2.3533,
2011-07-06,2.3394,
2011-07-07,2.3342,
2011-07-08,2.3124,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,2.3104,
2011-07-12,2.3101,
2011-07-13,2.3250,
2011-07-14,2.3376,
2011-07-15,2.3344,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,2.3468,
2011-07-19,2.3517,
2011-07-20,2.3575,
2011-07-21,2.3793,
2011-07-22,2.4180,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,2.4719,
2011-07-26,2.4783,
2011-07-27,2.4399,
2011-07-28,2.3955,
2011-07-29,2.3973,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,2.4116,
2011-08-02,2.4136,
2011-08-03,2.4336,
2011-08-04,2.4567,
2011-08-05,2.4556,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,2.4837,
2011-08-09,2.5164,
2011-08-10,2.5171,
2011-08-11,2.5350,
2011-08-12,2.5346,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,2.5386,
2011-08-16,2.5604,
2011-08-17,2.5566,
2011-08-18,2.5519,
2011-08-19,2.5700,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,2.5770,
2011-08-23,2.5783,
2011-08-24,2.5665,
2011-08-25,2.5396,
2011-08-26,2.5275,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,2.5217,
2011-08-30,2.5036,
2011-08-31,2.4879,
2011-09-01,2.4584,
2011-09-02,2.4860,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,2.4890,
2011-09-06,2.4955,
2011-09-07,2.4647,
2011-09-08,2.4815,
2011-09-09,2.4563,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,2.4485,
2011-09-13,2.4280,
2011-09-14,2.4287,
2011-09-15,2.4540,
2011-09-16,2.4575,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,2.4537,
2011-09-20,2.4431,
2011-09-21,2.4719,
2011-09-22,2.4636,
2011-09-23,2.4797,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,2.5002,
2011-09-27,2.5066,
2011-09-28,2.5178,
2011-09-29,2.5249,
2011-09-30,2.5100,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,2.4885,
2011-10-04,2.5056,
2011-10-05,2.4980,
2011-10-06,2.4587,
2011-10-07,2.4828,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,2.4921,
2011-10-11,2.5075,
2011-10-12,2.5188,
2011-10-13,2.5174,
2011-10-14,2.5391,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,2.5514,
2011-10-18,2.5568,
2011-10-19,2.5637,
2011-10-20,2.5696,
2011-10-21,2.5513,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,2.5253,
2011-10-25,2.4955,
2011-10-26,2.4577,
2011-10-27,2.4798,
2011-10-28,2.4716,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,2.4563,
2011-11-01,2.4508,
2011-11-02,2.4528,
2011-11-03,2.4230,
2011-11-04,2.4225,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,2.4477,
2011-11-08,2.4494,
2011-11-09,2.4428,
2011-11-10,2.4303,
2011-11-11,2.4283,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,2.4336,
2011-11-15,2.4299,
2011-11-16,2.4335,
2011-11-17,2.4465,
2011-11-18,2.4686,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,2.4812,
2011-11-22,2.5043,
2011-11-23,2.4997,
2011-11-24,2.4911,
2011-11-25,2.4946,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,2.4817,
2011-11-29,2.4692,
2011-11-30,2.4622,
2011-12-01,2.4718,
2011-12-02,2.4567,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,2.4585,
2011-12-06,2.4618,
2011-12-07,2.4529,
2011-12-08,2.4566,
2011-12-09,2.4700,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,2.4687,
2011-12-13,2.4641,
2011-12-14,2.4467,
2011-12-15,2.4455,
2011-12-16,2.4520,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,2.4690,
2011-12-20,2.4760,
2011-12-21,2.4594,
2011-12-22,2.4650,
2011-12-23,2.4765,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,2.4831,
2011-12-28,2.4840,
2011-12-29,2.4650,
2011-12-30,2.4432,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,2.4376,
2012-01-03,2.4505,
2012-01-04,2.4275,
2012-01-05,2.4185,
2012-01-06,2.3955,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,2.3844,
2012-01-10,2.3921,
2012-01-11,2.3671,
2012-01-12,2.3545,
2012-01-13,2.3642,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,2.3482,
2012-01-17,2.3523,
2012-01-18,2.3610,
2012-01-19,2.3620,
2012-01-20,2.3640,
2012-01-21,.,No value available
2012-01-22,.,No value available
